ID,Date,Age,Gender,Region,Education,Income,Spending,Satisfaction,Experience,Credit_Score,Loan_Amount,Category
98,2021-07-26,37.610552721798896,Female,South,Master,80200.96079316197,6464.133952469529,10.0,9.26151286181319,795.0137685159174,20810.709921262875,Very High
99,2020-10-05,35.05113456642461,Male,East,High School,66108.68656658227,5159.32688325391,8.27400986245529,4.659558062353576,,1139.041794522198,High
100,2021-06-25,32.65412866624853,Female,North,Master,72621.21391348603,7820.10375212007,10.0,5.664675420872632,646.2853631239049,42753.68261342556,High
101,2022-01-15,20.84629257949586,Male,North,Bachelor,47464.90188090144,5295.587986270833,10.0,8.704255742134386,,29965.38771594248,Medium
102,2022-06-17,30.79354677234641,Male,South,Bachelor,84588.74736103948,7100.34935097747,10.0,1.9041342737166955,850.0,44462.021501092655,Very High
103,2021-03-28,31.572854834732304,Female,South,Bachelor,81412.29737824893,7553.270130525919,10.0,6.786472692917772,828.1748797346522,15368.043236658912,Very High
104,2022-06-07,26.97722730778381,Female,East,High School,72241.77819907022,5732.182778404948,10.0,3.230315730611327,810.7409232169244,12657.505757085712,High
105,2022-04-30,33.387142883339905,Male,East,High School,64750.812738718334,5670.657996838171,9.59197260054064,4.603491933066884,723.056257376673,25288.363503888595,High
106,2020-06-18,39.040508568145384,Male,North,Master,78218.11356349968,6821.750536850228,10.0,5.216836896152866,723.0847543847141,20551.622970316355,High
107,2022-04-09,53.8618590121053,Male,South,High School,66327.54098624241,7021.8209814693055,10.0,0.4993344156591917,443.0468531394432,29034.48329468876,High
108,2021-11-28,36.74577812831839,Female,South,Bachelor,81206.22394946987,7507.781403361768,10.0,2.6634888715386955,644.5144132526265,50084.136051161775,Very High
109,2022-12-16,37.57550390722764,Female,South,Bachelor,93529.96536847265,7648.474178777814,10.0,9.053218677239418,689.0024894166978,40613.8299212664,Very High
110,2022-02-07,34.25554084233833,Male,East,High School,83186.92882085695,7291.82537228154,10.0,7.658573565754387,528.8846512369606,52835.764702364555,Very High
111,2020-12-23,15.812287847009586,Female,South,PhD,46962.10687639366,5489.223153509262,10.0,4.812081268018296,528.182634731244,5189.411853603257,Medium
112,2020-07-19,34.73486124550783,Female,North,High School,72788.69038185047,7013.32758180257,10.0,5.72937037553868,497.49373367143755,21388.06313989313,High
113,2021-03-19,35.60230209941027,Female,North,Bachelor,48404.027893325416,5063.789123922382,6.5815443427279465,4.117272483090627,642.9756722169136,29523.718690270533,Medium
114,2022-04-06,59.63242112485286,Female,East,Bachelor,88402.06523006156,7284.815278469236,10.0,9.069750157483947,808.6807275450047,42745.811829133265,Very High
115,2020-04-10,33.076390352188774,Male,West,High School,73297.24636903247,5912.752963792356,8.026398802184062,4.398942266617508,807.2719446004978,51398.4239993141,High
116,2022-07-26,38.015473423336125,Male,East,High School,40960.4916186856,4967.542234278535,9.546222761549899,5.695526276404544,673.3994294452953,26396.640497607077,Medium
117,2020-01-29,34.65288230294757,Male,West,Master,49899.68349278833,5318.656656208382,8.344690485423845,8.438090432426195,553.4597328657197,34921.579819183426,Medium
118,2021-10-26,23.313219623804677,Male,South,PhD,57409.52636074583,7648.929934446539,10.0,2.6678855454622803,471.6125368694957,38485.24141839441,Medium
119,2020-03-13,46.42822814515021,Female,East,High School,68701.2178654627,6499.262737957309,10.0,9.676367553490682,511.7155657907752,38718.38863460786,High
120,2020-09-10,42.519330326867745,Female,North,Master,53117.51113215179,4357.886110220448,7.590638623926037,0.40861577076986944,529.3367645388537,18256.133678475395,Medium
121,2021-05-30,42.910319470430466,Male,South,Master,77289.84067549798,6715.750947413685,10.0,9.888926393338396,615.6937115474285,29730.76955922748,High
122,2022-01-18,25.90612545205261,Male,North,Master,66725.16686013398,6545.540284487547,10.0,3.8819732481440763,667.4754839211093,39463.74588085725,High
123,2022-11-09,49.02794310936099,Male,South,Bachelor,71599.9345750027,8083.157979851305,10.0,4.271903756524154,591.7834473373085,53960.76010244077,High
124,2021-06-18,20.981489372077192,Female,East,Bachelor,49153.87218366315,4818.735618344265,8.728700307730103,0.6700305135488289,682.2053337341525,28999.68903351468,Medium
125,2021-02-24,40.868570938002705,Male,West,Bachelor,86164.8923652498,6152.695090909944,10.0,3.635615847866921,699.1024344505523,29267.072937682304,Very High
126,2021-03-21,56.90455625809979,Female,South,Master,103283.38482537432,8748.819244761034,10.0,1.8805804069193472,757.6213408248511,64149.94532056068,Very High
127,2022-05-28,25.094636748693116,Male,West,Master,55293.8961166485,4637.321366752932,8.748331578149903,3.1770609638795824,774.6128475004175,10392.809379137852,Medium
128,2020-05-15,29.33702270397228,Male,South,High School,55486.00759466383,5454.927208007229,8.967053316546908,4.588067102633361,542.9488417692907,3991.6584694621047,Medium
129,2020-02-02,35.99651365087641,Other,North,Bachelor,75366.37180661815,6409.857267590343,10.0,7.873374843418716,742.603201442473,43917.07058342866,High
130,2021-10-08,29.965243458838007,Other,North,PhD,59612.181033214205,5966.975711728801,10.0,5.622810054201877,,15974.871838078174,Medium
131,2020-10-04,19.493365689338674,Male,South,Master,57655.72483472082,6740.184720266392,10.0,5.923029960203341,631.9628215724722,28646.49202494135,Medium
132,2020-05-12,35.68562974806027,Female,West,PhD,78937.6121499002,6244.354224499358,9.290103213805002,1.713441833463313,796.4008563863964,31955.883145101598,High
133,2022-01-19,24.37696286273895,Female,East,Master,33548.140118760086,4692.785632859365,8.404813627223001,2.3577377311918095,704.997695693221,19614.1646296979,Low
134,2020-05-05,39.73592430635182,Female,East,Bachelor,89642.49702596595,7770.328095636343,10.0,10.396175055053936,634.6359144530891,7643.707613662613,Very High
135,2020-12-10,25.80575765766197,Male,North,Bachelor,63993.08669377111,6156.101702897977,10.0,2.79439689571026,659.7701150017498,33729.37085571766,High
136,2020-01-17,50.499344050175395,Female,East,Master,69077.27485665499,6241.114561580976,10.0,9.968624756171888,716.2757179717165,35620.49180311176,High
137,2022-04-03,27.167467076637628,Female,North,High School,62245.221224997076,6521.457861462271,10.0,4.270816403357401,647.1897676477357,41714.505517574114,High
138,2021-07-15,31.779384837943244,Female,East,Bachelor,65326.132744279406,6831.896740373986,10.0,5.006863808430512,739.1543987173386,47256.35014152792,High
139,2021-10-08,43.135172173696695,Male,South,Master,45599.56653517447,5967.806263112098,10.0,8.211095480689789,669.3183348613765,16188.5697775658,Medium
140,2021-09-21,22.69135683566045,Male,North,High School,83769.75182962876,7558.31751838878,10.0,8.81567726581597,850.0,36728.85543359958,Very High
141,2022-03-28,37.27459934604129,Male,North,Master,69257.18415707993,5036.640792849778,9.913886893283069,4.667562319162737,535.4864547211811,1343.0991439597146,High
142,2020-02-29,48.07142754282428,Female,South,Bachelor,80680.74572812277,6844.787543536341,10.0,3.8352708394353834,699.1178924815058,21319.69243111739,Very High
143,2021-04-11,18.925167654387725,Male,North,PhD,73735.8303858045,7288.378549509678,10.0,4.832238654433361,606.6214096203898,20680.039899707037,High
144,2021-09-19,36.84633858532304,Female,East,High School,53105.73242925701,6124.202782302373,9.862723675736232,6.0138725846963546,716.6222104024184,23232.0385348902,Medium
145,2021-01-25,37.598827942484235,Other,East,Bachelor,75901.49245677055,6249.959763343578,10.0,7.673911060609266,540.0857959089866,26175.202802621552,High
146,2022-07-24,42.8182287177731,Male,North,Bachelor,67394.49799540464,6033.654028881813,10.0,5.012689576982455,719.420267013298,31211.342906966853,High
147,2021-11-15,22.63049289121918,Female,East,Bachelor,74016.808073857,6144.708193079805,7.0140240627940855,6.8566588940694615,635.0287730128799,28689.311928857158,High
148,2021-05-12,21.795433869157236,Male,West,Master,28989.30562930619,4869.410635630352,8.912274169240076,9.915079196812822,534.5624246465109,14332.981531825413,Low
149,2021-08-22,40.21941565616898,Female,North,Master,68623.29332446546,7254.955828198135,10.0,6.143928836794354,542.5967662948622,27790.58158731035,High
150,2021-03-24,37.96984673233186,Male,South,High School,59942.61352940651,5807.827492940263,8.283652480553407,5.934958568014335,623.3776324387125,15161.828862731552,Medium
151,2021-11-10,37.504928503458764,Female,West,Bachelor,75236.40851124172,7606.33914356579,10.0,0.44326752472979614,808.9228700515761,24769.909515026047,High
152,2020-05-09,38.46448209496975,Female,North,Bachelor,76282.9038580079,6868.906293981106,10.0,2.8921904104871903,700.0469393630678,10093.626786864079,High
153,2020-05-28,28.199752784215093,Female,South,Bachelor,53485.487969777154,5587.575589058212,10.0,6.165127187690505,719.7390177270019,12895.228507860224,Medium
154,2022-03-28,37.322536971610035,Female,East,PhD,57978.66052316436,5655.469839999145,6.57666077158994,4.715527306157384,832.4215032429562,16875.143007680635,Medium
155,2022-08-05,37.93072473298681,Female,South,Master,67305.38183813347,6667.035702204511,10.0,3.4556519752557744,710.9863221585246,11314.020258545217,High
156,2021-05-14,27.85648581973632,Female,West,Master,50478.60950014004,5835.912899916284,9.253238317896024,5.730590612559034,595.0772617940461,22434.07328916708,Medium
157,2021-10-19,53.65774511144757,Female,East,Master,89458.6279875057,9672.030093660007,10.0,4.8187888124092755,775.6424774932904,47738.536786766774,Very High
158,2022-11-19,39.73832920911788,Female,North,Bachelor,64331.056597847244,5358.02928735629,10.0,8.383340751901695,624.2324985642653,24446.76299433451,High
159,2021-07-30,23.086965027973513,Male,East,PhD,17938.659224162137,4156.808380911548,5.738695713690715,5.258332604776934,535.4350501186073,8461.787298144212,Low
160,2022-11-13,41.5655360863383,Female,North,Master,65160.43719384206,5660.515497514145,10.0,2.7592301447894974,528.3315944257856,26523.81437984683,High
161,2022-09-10,25.253183297726785,Female,North,Master,47048.434336203805,4801.9104829639,8.576092338405553,7.9704987168778665,736.7226177808468,16428.380437076743,Medium
162,2021-12-23,42.87084603742452,Female,South,Master,46966.28578679808,5429.317670551214,6.670566190883882,4.348606775161393,605.3323140086522,19717.257440519497,Medium
163,2020-08-09,46.58595579007404,Male,South,Bachelor,54731.578321698435,5814.753361127259,10.0,6.579610051016921,677.672981224983,19831.16293030177,Medium
164,2021-08-24,26.793176816482895,Female,South,Master,65037.715485736,8402.820806007081,10.0,3.5677678814215987,576.4792381108081,30365.027771307054,High
165,2021-11-14,44.63376129244322,Male,West,High School,92246.49306994508,7483.483359278678,10.0,3.0505193435076907,,65200.5754965376,Very High
166,2022-01-11,39.12780926936498,Female,West,Bachelor,74261.6717426572,5496.016178077952,10.0,5.252504690557089,622.3292196718061,53456.82262408513,High
167,2022-07-13,43.2206015999449,Male,South,Bachelor,62512.749976736355,6372.731386203825,10.0,5.038485930631055,660.8546277832903,10769.357594663008,High
168,2021-08-02,53.967929826539475,Female,West,PhD,83822.52784083027,5705.719239222007,10.0,6.439481106100499,805.4276588055732,30975.00259807098,Very High
169,2021-02-04,32.54611883997129,Other,East,Master,59386.70476670077,5645.529984924891,10.0,4.194062740070772,747.8493407566544,33140.24327304818,Medium
170,2022-06-19,27.462638356425103,Male,East,Master,53312.31364076538,5371.932252508465,8.028313884753747,0.5090793513111915,654.4216200298366,32202.130005466002,Medium
171,2021-05-26,26.104855703744768,Other,West,Master,45736.98782837762,6238.417276114023,9.4116871118868,3.701678349234834,464.6608723860834,14499.961829239466,Medium
172,2020-03-28,26.841897150345616,Male,West,Bachelor,37143.51647389702,5513.721695336211,9.19690191054876,7.381455401431447,850.0,16888.327168885073,Low
173,2020-02-19,34.228982905858956,Female,East,PhD,61265.635854537795,5887.615666789479,10.0,4.107871762270681,847.1171687363892,16737.237061862917,High
174,2020-04-12,38.41151974816644,Female,North,Bachelor,71576.5622228852,6427.5373664007475,10.0,4.260849792456356,765.4206069346003,14913.847306792391,High
175,2021-01-02,37.766907993300194,Female,East,Bachelor,67434.09894642675,5726.417319444535,10.0,7.959129517717811,609.5478197337563,25495.06838824487,High
176,2022-07-24,43.27183249036024,Female,East,High School,65396.41232596974,5455.05311235166,10.0,2.8640803182232317,669.433608481743,28068.993718672158,High
177,2022-06-16,35.13001891877907,Female,West,Master,53378.81854893782,5740.056979602111,9.683509950892649,0.37159034527130075,602.415594120224,18471.851374250145,Medium
178,2022-06-27,49.53534077157317,Male,East,Master,83891.36326106111,6202.199152874905,10.0,4.5181066414235165,,38854.159092230446,Very High
179,2020-09-14,32.35343166762044,Male,West,Bachelor,46419.73703461145,4912.987448308264,8.981344731995515,3.547478146253789,669.0897631544062,27628.281637860597,Medium
180,2021-01-24,62.20169166589619,Female,West,High School,92741.26454060023,6576.825370429615,10.0,2.101261040740238,657.0661432452172,17525.325535899763,Very High
181,2022-02-11,41.25667347765006,Female,South,Master,55595.08145492416,6286.997036723696,10.0,4.473864632303928,614.1146529973702,31218.828909370746,Medium
182,2022-01-23,26.428424435837172,Female,East,High School,51927.683657623056,6984.86670091876,10.0,6.474516941740351,765.9741815722366,15847.35394910764,Medium
183,2021-01-28,24.291075019388877,Female,North,Master,40143.75965045928,3934.5126305913577,9.722317131226957,4.972134315296553,790.2973039829665,25764.953886699746,Medium
184,2021-11-13,39.824724152431855,Male,South,PhD,62391.329872931376,4395.119518645683,8.067501405847723,5.920943218058714,827.6158160944873,21047.84202630952,High
185,2020-09-26,32.76537214674149,Female,West,Bachelor,81012.37295054043,7268.989212799529,10.0,10.44022309554627,787.7279524064786,23315.670351562338,Very High
186,2020-05-28,42.14000494092092,Male,West,High School,78804.4237971198,7128.12226389942,10.0,3.971363415327308,682.346360713976,29892.815901888833,High
187,2022-03-21,39.73237624573545,Female,North,Master,84542.51980328825,7594.884612404647,10.0,5.835045903934009,394.93365707366445,25111.273726433086,Very High
